INSPIREID,Lursailaren INSPIRE identifikatzailea,Identificador INSPIRE de la parcela,Parcel INSPIRE identifier
LABEL,Etiketa edo erreferentzia-zenbakia,Etiqueta o número de referencia,Label or reference number
NCADASTREF,Kadastro erreferentzia-zenbakia,Número de referencia catastral,Cadastral reference number
AREAVALUE,Azalera metro koadroetan,Área en metros cuadrados,Area in square meters
BEGINLIFES,Sorkuntza-data,Fecha de creación,Creation date
URL_CADAST,Kadastroaren URLa,URL del catastro,Cadastre URL
